Male,Date,Clipped File Name,Timestamp Start,Timestamp End,Number of Motifs,Any motifs after .5 gap,Other notes
T247,1/30/2022,T247_January_30_2022_45,56m 35s,56m 37s,2,Yes,There is a 3rd motif after a .67 sec pause
T247,1/30/2022,T247_January_30_2022_46,56m 42s,56m 44s,2,No,
T247,1/30/2022,T247_January_30_2022_47,56m 45s,56m 47s,2,Yes,There is a 3rd motif after a .74 sec pause
T247,1/30/2022,T247_January_30_2022_48,56m 49s,56m 51s,3,No,
T247_misc_motifs,1/30/2022,NA,NA,NA,30,NA,
T237,6/25/2022,T237_June_25_2022_1,1h 59m 9s,1h 59m 12s,2,No,
T237,6/25/2022,T237_June_25_2022_2,1h 59m 17s,1h 59m 21s,4,No,
T237,6/25/2022,T237_June_25_2022_3,1h 59m 22s,1h 59m 28s,6,No,
T237,6/25/2022,T237_June_25_2022_4,1h 59m 29s,1h 59m 31s,2,No,
T237,6/25/2022,T237_June_25_2022_5,1h 59m 37s,1h 59m 41s,3,Yes,There is a 4th motif after a >1 sec pause
T237,6/25/2022,T237_June_25_2022_6,2h 0m 31s,2h 0m 35s,3,No,
T237,6/25/2022,T237_June_25_2022_7,2h 0m 55s,2h 1m 0s,4,No,
T237,6/25/2022,T237_June_25_2022_8,2h 1m 2s,2h 1m 4s,2,No,
T237,6/25/2022,T237_June_25_2022_9,2h 2m 4s,2h 2m 7s,3,No,
T237,6/25/2022,T237_June_25_2022_10,2h 2m 8s,2h 2m 10s,3,No,
T237,6/25/2022,T237_June_25_2022_11,2h 5m 22s,2h 5m 26s,4,No,
T237,6/25/2022,T237_June_25_2022_12,2h 5m 27s,2h 5m 29s,2,No,
T237,6/25/2022,T237_June_25_2022_13,2h 5m 29s,2h 5m 31s,2,No,
T237,6/25/2022,T237_June_25_2022_14,2h 5m 48s,2h 5m 50s,2,No,
T237,6/25/2022,T237_June_25_2022_15,2h 7m 27s,2h 7m 32s,5,No,
T237,6/25/2022,T237_June_25_2022_16,2h 10m 0s,2h 10m 3s,2,No,
T237,6/25/2022,T237_June_25_2022_17,2h 11m 12s,2h 11m 20s,8,No,
T237,6/25/2022,T237_June_25_2022_18,2h 15m 8s,2h 15m 17s,9,Yes,There is a 10th motif after a >1 sec pause
T237,6/25/2022,T237_June_25_2022_19,2h 15m 21s,2h 15m 24s,2,Yes,There is a 3rd motif after a >1 sec pause
T237,6/25/2022,T237_June_25_2022_20,2h 21m 0s,2h 21m 5s,3,No,
T237_misc_motifs,6/25/2022,NA,NA,NA,3,NA,
T244,4/23/2022,T244_April_23_2022_1,30m 5s,30m 10s,6,No,
T244,4/23/2022,T244_April_23_2022_2,30m 10s,30m 13s,3,No,
T244,4/23/2022,T244_April_23_2022_3,32m 34s,32m 27s,3,No,
T244,4/23/2022,T244_April_23_2022_4,36m 35s,36m 39s,5,No,
T244,4/23/2022,T244_April_23_2022_5,37m 53s,37m 58s,6,No,
T244,4/23/2022,T244_April_23_2022_6,37m 59s,38m 1s,2,No,
T244,4/23/2022,T244_April_23_2022_7,42m 38s,42m 44s,6,Yes,There is a 7th motif after a .57 sec pause
T244,4/23/2022,T244_April_23_2022_8,47m 20s,47m 27s,8,No,
T244,4/23/2022,T244_April_23_2022_9,47m 28s,47m 30s,2,No,
T244,4/23/2022,T244_April_23_2022_10,50m 24s,50m 27s,4,No,
T244,4/23/2022,T244_April_23_2022_11,51m 39s,51m 42s,4,Yes,"Questionable 4th motif, There is a 5th motif after a >1 sec pause"
T244,4/23/2022,T244_April_23_2022_12,57m 42s,57m 45s,4,No,
T244_misc_motifs,4/23/2022,NA,NA,NA,2,NA,
T235,6/28/2022,T235_June_28_2022_1,1h 59m 23s,1h 59m 26s,2,No,
T235,6/28/2022,T235_June_28_2022_2,2h 3m 26s,2h 3m 27s,2,No,
T235,6/28/2022,T235_June_28_2022_3,2h 3m 28s,2h 3m 31s,3,No,
T235,6/28/2022,T235_June_28_2022_4,2h 3m 42s,2h 3m 43s,2,No,
T235,6/28/2022,T235_June_28_2022_5,2h 9m 52s,2h 9m 55s,3,No,
T235,6/28/2022,T235_June_28_2022_6,2h 9m 55s,2h 9m 58s,2,No,
T235,6/28/2022,T235_June_28_2022_7,2h 10m 0s,2h 10m 2s,2,Yes,There is a 3rd motif after a .72 pause
T235,6/28/2022,T235_June_28_2022_8,2h 10m 16s,2h 10m 18s,2,No,
T235,6/28/2022,T235_June_28_2022_9,2h 10m 30s,2h 10m 32s,2,No,
T235,6/28/2022,T235_June_28_2022_10,2h 10m 46s,2h 10m 47s,2,No,
T235,6/28/2022,T235_June_28_2022_11,2h 13m 48s,2h 13m 49s,2,Yes,There is a 3rd motif after a .63 sec pause
T235,6/28/2022,T235_June_28_2022_12,2h 14m 21s,2h 14m 24s,3,No,
T235,6/28/2022,T235_June_28_2022_13,2h 14m 25s,2h 14m 26s,2,Yes,There is a 3rd motif after a .85 sec pause
T235,6/28/2022,T235_June_28_2022_14,2h 14m 29s,2h 14m 31s,2,No,
T235,6/28/2022,T235_June_28_2022_15,2h 14m 32s,2h 14m 34s,2,No,
T235,6/28/2022,T235_June_28_2022_16,2h 14m 35s,2h 14m 37s,2,No,
T235,6/28/2022,T235_June_28_2022_17,2h 15m 25s,2h 15m 29s,4,No,
T235,6/28/2022,T235_June_28_2022_18,2h 15m 29s,2h 15m 32s,3,No,
T235,6/28/2022,T235_June_28_2022_19,2h 15m 32s,2h 15m 34s,2,No,
T235,6/28/2022,T235_June_28_2022_20,2h 15m 34s,2h 15m 38s,4,No,
T235,6/28/2022,T235_June_28_2022_21,2h 16m 36s,2h 16m 45s,9,No,
T235,6/28/2022,T235_June_28_2022_22,2h 18m 58s,2h 19m 1s,3,No,
T235,6/28/2022,T235_June_28_2022_23,2h 24m 58s,2h 25m 3s,4,Yes,There is a 5th motif after a .88 sec pause
T235,6/28/2022,T235_June_28_2022_24,2h 25m 24s,2h 25m 27s,3,Yes,There is a 4th motif after a .89 sec pause
T235,6/28/2022,T235_June_28_2022_25,2h 25m 40s,2h 25m 42s,2,Yes,There is a 3rd motif after a >1 sec pause
T235,6/28/2022,T235_June_28_2022_26,2h 26m 11s,2h 26m 19s,8,No,
T235,6/28/2022,T235_June_28_2022_27,2h 26m 37s,2h 26m 42s,5,No,
T235_misc_motifs,6/28/2022,NA,NA,NA,14,NA,
T230,2/25/2022,NA,NA,NA,0,NA,Did not sing
T236,6/12/2022,T236_June_12_2022_1,2h 0m 3s,2h 0m 5s,2,No,
T236,6/12/2022,T236_June_12_2022_2,2h 0m 7s,2h 0m 11s,4,No,
T236,6/12/2022,T236_June_12_2022_3,2h 0m 31s,2h 0m 35s,4,No,
T236,6/12/2022,T236_June_12_2022_4,2h 1m 22s,2h 1m 24s,2,No,
T236,6/12/2022,T236_June_12_2022_5,2h 1m 27s,2h 1m 30s,4,No,
T236,6/12/2022,T236_June_12_2022_6,2h 2m 15s,2h 2m 18s,2,No,
T236,6/12/2022,T236_June_12_2022_7,2h 2m 24s,2h 2m 27s,5,No,
T236,6/12/2022,T236_June_12_2022_8,2h 3m 56s,2h 4m 2s,6,No,
T236,6/12/2022,T236_June_12_2022_9,2h 5m 29s,2h 5m 35s,7,No,
T236,6/12/2022,T236_June_12_2022_10,2h 6m 24s,2h 6m 36s,14,No,
T236,6/12/2022,T236_June_12_2022_11,2h 9m 23s,2h 9m 31s,10,No,noisy
T236,6/12/2022,T236_June_12_2022_12,2h 10m 27s,2h 10m 36s,7,No,
T236,6/12/2022,T236_June_12_2022_13,2h 11m 10s,2h 11m 18s,8,No,
T236,6/12/2022,T236_June_12_2022_14,2h 12m 12s,2h 12m 15s,3,Yes,There are 2 additional motifs after a .82 sec pause
T236,6/12/2022,T236_June_12_2022_15,2h 13m 43s,2h 13m 47s,5,No,
T236,6/12/2022,T236_June_12_2022_16,2h 14m 25s,2h 14m 31s,8,No,
T236,6/12/2022,T236_June_12_2022_17,2h 14m 32s,2h 14m 35s,4,No,
T236,6/12/2022,T236_June_12_2022_18,2h 15m 40s,2h 15m 45s,4,No,
T236,6/12/2022,T236_June_12_2022_19,2h 15m 45s,2h 15m 48s,4,No,
T236,6/12/2022,T236_June_12_2022_20,2h 15m 51s,2h 15m 53s,2,No,
T236,6/12/2022,T236_June_12_2022_21,2h 15m 54s,2h 15m 55s,2,No,
T236,6/12/2022,T236_June_12_2022_22,2h 15m 58s,2h 16m 0s,2,Yes,There is a 3rd motif after a .93 sec pause
T236,6/12/2022,T236_June_12_2022_23,2h 17m 41s,2h 17m 52s,12,No,
T236,6/12/2022,T236_June_12_2022_24,2h 19m 39s,2h 19m 49s,11,No,
T236,6/12/2022,T236_June_12_2022_25,2h 19m 49s,2h 19m 51s,2,No,
T236,6/12/2022,T236_June_12_2022_26,2h 20m 46s,2h 20m 49s,3,No,
T236,6/12/2022,T236_June_12_2022_27,2h 20m 50s,2h 20m 52s,3,No,
T236,6/12/2022,T236_June_12_2022_28,2h 21m 14s,2h 21m 24s,11,No,
T236,6/12/2022,T236_June_12_2022_29,2h 22m 42s,2h 22m 45s,4,No,
T236,6/12/2022,T236_June_12_2022_30,2h 24m 5s,2h 24m 16s,14,No,
T236,6/12/2022,T236_June_12_2022_31,2h 24m 17s,2h 24m 18s,2,No,
T236,6/12/2022,T236_June_12_2022_32,2h 25m 24s,2h 25m 31s,7,No,
T236,6/12/2022,T236_June_12_2022_33,2h 29m 17s,2h 29m 20s,3,No,
T236,6/12/2022,T236_June_12_2022_34,2h 29m 23s,2h 29m 25s,3,No,
T236_misc_motifs,6/12/2022,NA,NA,NA,5,NA,
T229,5/7/2022,T229_May_07_2022_1,30m 26s,30m 29s,3,No,
T229,5/7/2022,T229_May_07_2022_2,30m 30s,30m 32s,2,No,
T229,5/7/2022,T229_May_07_2022_3,31m 46s,31m 48s,2,No,
T229,5/7/2022,T229_May_07_2022_4,31m 49s,31m 50s,2,No,
T229,5/7/2022,T229_May_07_2022_5,31m 58s,31m 59s,2,No,
T229,5/7/2022,T229_May_07_2022_6,32m 37s,32m 41s,3,No,
T229,5/7/2022,T229_May_07_2022_7,32m 42s,32m 45s,3,No,
T229,5/7/2022,T229_May_07_2022_8,32m 46s,32m 49s,3,No,
T229,5/7/2022,T229_May_07_2022_9,32m 50s,32m 53s,2,No,
T229,5/7/2022,T229_May_07_2022_10,32m 55s,32m 58s,2,No,
T229,5/7/2022,T229_May_07_2022_11,33m 0s,33m 3s,2,No,
T229,5/7/2022,T229_May_07_2022_12,33m 22s,33m 27s,4,No,
T229,5/7/2022,T229_May_07_2022_13,33m 28s,33m 30s,2,No,
T229,5/7/2022,T229_May_07_2022_14,34m 31s,34m 35s,3,Yes,There is a 4th motif after a .79 sec pause
T229,5/7/2022,T229_May_07_2022_15,34m 41s,34m 44s,3,No,
T229,5/7/2022,T229_May_07_2022_16,39m 50s,39m 57s,5,No,
T229,5/7/2022,T229_May_07_2022_17,39m 58s,40m 0s,2,Yes,There is a 3rd motif after a .96 sec pause
T229,5/7/2022,T229_May_07_2022_18,40m 6s,40m 11s,4,No,
T229,5/7/2022,T229_May_07_2022_19,40m 12s,40m 14s,2,No,
T229,5/7/2022,T229_May_07_2022_20,40m 24s,40m 26s,2,No,
T229,5/7/2022,T229_May_07_2022_21,41m 6s,41m 8s,2,No,
T229,5/7/2022,T229_May_07_2022_22,41m 9s,41m 11s,2,No,
T229,5/7/2022,T229_May_07_2022_23,42m 6s,41m 14s,7,Yes,There is an 8th motif after a .56 sec pause
T229,5/7/2022,T229_May_07_2022_24,42m 16s,42m 18s,2,No,
T229,5/7/2022,T229_May_07_2022_25,45m 23s,45m 36s,10,Yes,There is an 11th motif after a >1 sec pause
T229,5/7/2022,T229_May_07_2022_26,46m 32s,46m 39s,6,No,
T229,5/7/2022,T229_May_07_2022_27,46m 40s,46m 44s,4,No,
T229,5/7/2022,T229_May_07_2022_28,47m 1s,47m 4s,2,No,
T229,5/7/2022,T229_May_07_2022_29,47m 5s,47m 7s,2,Yes,There are 3 motifs after a .56 sec pause
T229,5/7/2022,T229_May_07_2022_30,51m 17s,51m 21s,3,No,
T229,5/7/2022,T229_May_07_2022_31,51m 21s,51m 24s,2,No,
T229,5/7/2022,T229_May_07_2022_32,51m 24s,51m 28s,4,No,
T229,5/7/2022,T229_May_07_2022_33,52m 9s,52m 18s,7,No,
T229,5/7/2022,T229_May_07_2022_34,52m 18s,52m 22s,3,No,
T229,5/7/2022,T229_May_07_2022_35,52m 23s,52m 26s,2,No,
T229,5/7/2022,T229_May_07_2022_36,52m 27s,52m 30s,3,No,
T229,5/7/2022,T229_May_07_2022_37,52m 32s,52m 34s,2,No,
T229,5/7/2022,T229_May_07_2022_38,52m 37s,52m 41s,3,No,
T229,5/7/2022,T229_May_07_2022_39,52m 45s,52m 48s,3,No,
T229,5/7/2022,T229_May_07_2022_40,53m 36s,53m 38s,2,No,
T229,5/7/2022,T229_May_07_2022_41,53m 39s,53m 44s,5,Yes,There is a 6th motif after a >1 sec pause
T229,5/7/2022,T229_May_07_2022_42,53m 56s,54m 0s,4,No,
T229,5/7/2022,T229_May_07_2022_43,57m 41s,57m 44s,2,No,
T229,5/7/2022,T229_May_07_2022_44,57m 46s,57m 50s,3,No,
T229,5/7/2022,T229_May_07_2022_45,58m 32s,58m 36s,3,No,
T229,5/7/2022,T229_May_07_2022_46,58m 37s,58m 38s,2,No,questionable 2nd motif
T229,5/7/2022,T229_May_07_2022_47,58m 39s,58m 42s,3,No,
T229,5/7/2022,T229_May_07_2022_48,58m 44s,58m 46s,2,No,
T229_misc_motifs,5/7/2022,NA,NA,NA,19,NA,
T234,6/27/2022,T234_June_27_2022_1,1h 59m 45s,1h 59m 54s,5,No,
T234,6/27/2022,T234_June_27_2022_2,1h 59m 56s,1h 59m 59s,2,No,
T234,6/27/2022,T234_June_27_2022_3,2h 0m 9s,2h 0m 13s,3,No,
T234,6/27/2022,T234_June_27_2022_4,2h 0m 13s,2h 0m 22s,6,Yes,There are 2 additional motifs after a .94 sec pause
T234,6/27/2022,T234_June_27_2022_5,2h 1m 14s,2h 1m 24s,7,Yes,There are 3 motifs after a >1 sec pause
T234,6/27/2022,T234_June_27_2022_6,2h 4m 53s,2h 4m 55s,2,No,
T234,6/27/2022,T234_June_27_2022_7,2h 4m 56s,2h 5m 2s,4,No,
T234,6/27/2022,T234_June_27_2022_8,2h 5m 20s,2h 5m 25s,4,Yes,There is a 5th motif after a >1 sec pause
T234,6/27/2022,T234_June_27_2022_9,2h 8m 17s,2h 8m 19s,2,No,
T234,6/27/2022,T234_June_27_2022_10,2h 18m 46s,2h 18m 53s,5,No,
T234,6/27/2022,T234_June_27_2022_11,2h 18m 55s,2h 18m 57s,2,Yes,There are 2 additional motifs after a .94 sec pause
T234,6/27/2022,T234_June_27_2022_12,2h 25m 25s,2h 25m 33s,5,Yes,There is a 6th motif after a >1 sec pause
T234,6/27/2022,T234_June_27_2022_13,2h 25m 37s,2h 25m 39s,2,Yes,There are 2 additional motifs after a >1 sec pause
T234,6/27/2022,T234_June_27_2022_14,2h 27m 28s,2h 27m 35s,5,Yes,There is a 6th motif after a >1 sec pause
T234_misc_motifs,6/27/2022,NA,NA,NA,12,NA,
T230,5/26/2022,NA,NA,NA,0,No,Did not sing
T246,2/9/2022,T246_February_09_2022_1,30m 48s,30m 51s,3,No,
T246,2/9/2022,T246_February_09_2022_2,31m 11s,31m 14s,3,No,
T246,2/9/2022,T246_February_09_2022_3,31m 39s,31m 43s,4,No,
T246,2/9/2022,T246_February_09_2022_4,31m 44s,31m 47s,3,No,
T246,2/9/2022,T246_February_09_2022_5,32m 32s,32m 34s,2,No,
T246,2/9/2022,T246_February_09_2022_6,32m 35s,32m 38s,3,No,
T246,2/9/2022,T246_February_09_2022_7,32m 45s,32m 48s,2,No,
T246,2/9/2022,T246_February_09_2022_8,33m 6s,33m 8s,2,No,
T246,2/9/2022,T246_February_09_2022_9,33m 9s,33m 11s,2,No,
T246,2/9/2022,T246_February_09_2022_10,33m 12s,33m 15s,3,No,
T246,2/9/2022,T246_February_09_2022_11,34m 28s,34m 31s,2,No,
T246,2/9/2022,T246_February_09_2022_12,35m 34s,35m 49s,5,No,
T246,2/9/2022,T246_February_09_2022_13,44m 4s,44m 8s,4,No,
T246,2/9/2022,T246_February_09_2022_14,51m 32s,51m 35s,3,No,
T246,2/9/2022,T246_February_09_2022_15,51m 58s,52m 1s,3,No,
T246,2/9/2022,T246_February_09_2022_16,55m 8s,55m 11s,3,No,
T246,2/9/2022,T246_February_09_2022_17,56m 8s,56m 8s,3,No,
T246,2/9/2022,T246_February_09_2022_18,57m 37s,57m 40s,3,No,
T246,2/9/2022,T246_February_09_2022_19,57m 43s,57m 45s,2,No,
T246,2/9/2022,T246_February_09_2022_20,58m 20s,58m 25s,6,No,
T246,2/9/2022,T246_February_09_2022_21,58m 55s,58m 57s,2,No,
T246,2/9/2022,T246_February_09_2022_22,59m 14s,59m 17s,3,No,
T246,2/9/2022,T246_February_09_2022_23,59m 44s,59m 46s,3,No,
T246_misc_motifs,2/9/2022,NA,NA,NA,3,NA,
T234,4/23/2022,T234_April_23_2022_1,32m 6s,32m 13s,6,No,
T234,4/23/2022,T234_April_23_2022_2,32m 14s,32m 17s,2,No,
T234,4/23/2022,T234_April_23_2022_3,32m 18s,32m 20s,2,Yes,There is a 3rd motif after a >1 sec pause
T234,4/23/2022,T234_April_23_2022_4,41m 6s,41m 16s,7,No,
T234,4/23/2022,T234_April_23_2022_5,42m 31s,42m 36s,3,No,
T234,4/23/2022,T234_April_23_2022_6,57m 13s,57m 20s,5,Yes,There are 2 additional motifs after a .94 sec pause
T234,4/23/2022,T234_April_23_2022_6,58m 37s,58m 39s,2,Yes,There is a 3rd motif after a >1 sec pause
T234_misc_motifs,4/23/2022,NA,NA,NA,6,NA,
T231,6/28/2022,T231_June_28_2022_1,1h 59m 10s,1h 59m 20s,8,No,
T231,6/28/2022,T231_June_28_2022_2,2h 0m 16s,2h 0m 18s,2,No,
T231,6/28/2022,T231_June_28_2022_3,2h 0m 19s,2h 0m 22s,3,No,
T231,6/28/2022,T231_June_28_2022_4,2h 0m 24s,2h 0m 25s,2,No,
T231,6/28/2022,T231_June_28_2022_5,2h 1m 13s,2h 1m 20s,8,No,
T231,6/28/2022,T231_June_28_2022_6,2h 1m 20s,2h 1m 22s,2,No,
T231,6/28/2022,T231_June_28_2022_7,2h 1m 23s,2h 1m 25s,2,No,
T231,6/28/2022,T231_June_28_2022_8,2h 3m 13s,2h 3m 15s,2,No,
T231,6/28/2022,T231_June_28_2022_9,2h 3m 59s,2h 4m 4s,5,No,
T231,6/28/2022,T231_June_28_2022_10,2h 4m 5s,2h 4m 6s,2,No,
T231,6/28/2022,T231_June_28_2022_11,2h 4m 7s,2h 4m 9s,2,No,
T231,6/28/2022,T231_June_28_2022_12,2h 4m 25s,2h 4m 26s,2,No,
T231,6/28/2022,T231_June_28_2022_13,2h 4m 27s,2h 4m 28s,2,Yes,There is a 3rd motif after a >1 sec pause
T231,6/28/2022,T231_June_28_2022_14,2h 4m 49s,2h 4m 51s,3,No,
T231,6/28/2022,T231_June_28_2022_15,2h 4m 52s,2h 4m 55s,3,No,
T231,6/28/2022,T231_June_28_2022_16,2h 4m 56s,2h 4m 57s,2,No,
T231,6/28/2022,T231_June_28_2022_17,2h 5m 16s,2h 5m 20s,4,No,
T231,6/28/2022,T231_June_28_2022_18,2h 5m 20s,2h 5m 22s,3,No,
T231,6/28/2022,T231_June_28_2022_19,2h 5m 44s,2h 5m 46s,3,No,
T231,6/28/2022,T231_June_28_2022_20,2h 5m 47s,2h 5m 49s,3,No,
T231,6/28/2022,T231_June_28_2022_21,2h 6m 22s,2h 6m 24s,3,No,
T231,6/28/2022,T231_June_28_2022_22,2h 6m 25s,2h 6m 28s,3,No,
T231,6/28/2022,T231_June_28_2022_23,2h 6m 58s,2h 7m 1s,3,No,
T231,6/28/2022,T231_June_28_2022_24,2h 7m 2s,2h 7m 3s,2,No,
T231,6/28/2022,T231_June_28_2022_25,2h 7m 27s,2h 7m 29s,2,No,
T231,6/28/2022,T231_June_28_2022_26,2h 7m 30s,2h 7m 32s,3,No,
T231,6/28/2022,T231_June_28_2022_27,2h 7m 58s,2h 8m 3s,5,No,
T231,6/28/2022,T231_June_28_2022_28,2h 8m 3s,2h 8m 5s,2,No,
T231,6/28/2022,T231_June_28_2022_29,2h 8m 25s,2h 8m 27s,2,No,
T231,6/28/2022,T231_June_28_2022_30,2h 9m 38s,2h 9m 41s,4,No,
T231,6/28/2022,T231_June_28_2022_31,2h 9m 42s,2h 9m 43s,2,No,
T231,6/28/2022,T231_June_28_2022_32,2h 9m 43s,2h 9m 46s,3,No,
T231,6/28/2022,T231_June_28_2022_33,2h 10m 17s,2h 10m 19s,2,No,
T231,6/28/2022,T231_June_28_2022_34,2h 10m 20s,2h 10m 21s,2,No,
T231,6/28/2022,T231_June_28_2022_35,2h 10m 30s,2h 10m 31s,2,No,
T231,6/28/2022,T231_June_28_2022_36,2h 13m 2s,2h 13m 8s,7,No,
T231,6/28/2022,T231_June_28_2022_37,2h 13m 8s,2h 13m 10s,2,No,
T231,6/28/2022,T231_June_28_2022_38,2h 17m 28s,2h 17m 29s,2,No,
T231,6/28/2022,T231_June_28_2022_39,2h 17m 30s,2h 17m 32s,3,No,
T231,6/28/2022,T231_June_28_2022_40,2h 17m 33s,2h 17m 34s,2,No,questionable intro notes
T231,6/28/2022,T231_June_28_2022_41,2h 19m 41s,2h 19m 45s,4,No,
T231,6/28/2022,T231_June_28_2022_42,2h 19m 46s,2h 19m 49s,4,Yes,There is a 5th motif after a .64 sec pause
T231_misc_motifs,6/28/2022,NA,NA,NA,3,NA,
T247,6/6/2022,T247_June_06_2022_1,1h 59m 16s,1h 59m 27s,12,No,
T247,6/6/2022,T247_June_06_2022_2,1h 59m 33s,1h 59m 39s,7,No,
T247,6/6/2022,T247_June_06_2022_3,1h 59m 44s,1h 59m 49s,6,No,
T247,6/6/2022,T247_June_06_2022_4,1h 59m 53s,1h 59m 57s,5,No,
T247,6/6/2022,T247_June_06_2022_5,2h 0m 34s,2h 0m 41s,7,No,
T247,6/6/2022,T247_June_06_2022_6,2h 0m 58s,2h 1m 2s,3,No,
T247,6/6/2022,T247_June_06_2022_7,2h 1m 2s,2h 1m 9s,7,No,questionable intro notes
T247,6/6/2022,T247_June_06_2022_8,2h 1m 32s,2h 1m 36s,4,No,
T247,6/6/2022,T247_June_06_2022_9,2h 2m 16s,2h 2m 19s,2,No,
T247,6/6/2022,T247_June_06_2022_10,2h 2m 20s,2h 2m 23s,3,No,
T247,6/6/2022,T247_June_06_2022_11,2h 3m 33s,2h 3m 34s,2,No,
T247,6/6/2022,T247_June_06_2022_12,2h 4m 57s,2h 4m 59s,2,No,
T247,6/6/2022,T247_June_06_2022_13,2h 5m 0s,2h 5m 1s,2,No,
T247,6/6/2022,T247_June_06_2022_14,2h 6m 37s,2h 6m 39s,2,No,
T247,6/6/2022,T247_June_06_2022_15,2h 6m 40s,2h 6m 41s,2,No,
T247,6/6/2022,T247_June_06_2022_16,2h 6m 42s,2h 6m 43s,2,No,
T247,6/6/2022,T247_June_06_2022_17,2h 8m 18s,2h 8m 20s,2,No,
T247,6/6/2022,T247_June_06_2022_18,2h 8m 20s,2h 8m 22s,2,No,
T247,6/6/2022,T247_June_06_2022_19,2h 9m 9s,2h 9m 11s,2,No,
T247,6/6/2022,T247_June_06_2022_20,2h 9m 12s,2h 9m 14s,2,No,
T247,6/6/2022,T247_June_06_2022_21,2h 10m 54s,2h 10m 56s,2,No,
T247,6/6/2022,T247_June_06_2022_22,2h 11m 28s,2h 11m 37s,10,Yes,There is an 11th motif after a .55 sec pause
T247,6/6/2022,T247_June_06_2022_23,2h 15m 30s,2h 15m 32s,2,No,
T247,6/6/2022,T247_June_06_2022_24,2h 15m 33s,2h 15m 35s,3,Yes,There is a 3rd motif after a .78 sec pause
T247,6/6/2022,T247_June_06_2022_25,2h 16m 55s,2h 16m 57s,2,Yes,There is a 3rd motif after a >1 sec pause
T247,6/6/2022,T247_June_06_2022_26,2h 17m 0s,2h 17m 4s,4,No,
T247,6/6/2022,T247_June_06_2022_27,2h 17m 7s,2h 17m 8s,2,Yes,There are 2 additional motifs after a .61 sec pause
T247,6/6/2022,T247_June_06_2022_28,2h 19m 34s,2h 19m 35s,2,Yes,There is a 3rd motif after a .93 sec pause
T247,6/6/2022,T247_June_06_2022_29,2h 19m 38s,2h 19m 41s,3,Yes,There is a 4th motif after a .84 sec pause
T247,6/6/2022,T247_June_06_2022_30,2h 20m 33s,2h 20m 34s,2,No,
T247,6/6/2022,T247_June_06_2022_31,2h 22m 3s,2h 22m 7s,4,Yes,There are 2 additional motifs after a .82 sec pause
T247,6/6/2022,T247_June_06_2022_32,2h 23m 5s,2h 23m 8s,2,No,
T247,6/6/2022,T247_June_06_2022_33,2h 23m 8s,2h 23m 10s,2,Yes,There are 2 additional motifs after a >1 sec pause
T247,6/6/2022,T247_June_06_2022_34,2h 23m 25s,2h 23m 29s,4,No,
T247,6/6/2022,T247_June_06_2022_35,2h 23m 20s,2h 23m 21s,2,No,
T247,6/6/2022,T247_June_06_2022_36,2h 25m 21s,2h 25m 23s,2,No,
T247,6/6/2022,T247_June_06_2022_37,2h 25m 25s,2h 25m 30s,5,No,
T247,6/6/2022,T247_June_06_2022_38,2h 26m 17s,2h 26m 18s,2,Yes,There is a 3rd motif after a .72 pause
T247,6/6/2022,T247_June_06_2022_39,2h 26m 22s,2h 26m 24s,2,No,
T247,6/6/2022,T247_June_06_2022_40,2h 27m 9s,2h 27m 11s,2,Yes,There is a 3rd motif after a .63 sec pause
T247,6/6/2022,T247_June_06_2022_41,2h 17m 13s,2h 27m 15s,2,No,
T247,6/6/2022,T247_June_06_2022_42,2h 27m 25s,2h 27m 17s,2,No,
T247,6/6/2022,T247_June_06_2022_43,2h 27m 19s,2h 27m 20s,2,No,
T247,6/6/2022,T247_June_06_2022_44,2h 27m 21s,2h 27m 24s,4,No,
T247_misc_motifs,6/6/2022,NA,NA,NA,40,NA,
T243,4/11/2022,T243_April_11_2022_1,39m 50s,39m 55s,6,No,
T243,4/11/2022,T243_April_11_2022_2,39m 55s,39m 57s,3,No,
T243,4/11/2022,T243_April_11_2022_3,39m 58s,40m 2s,5,No,
T243,4/11/2022,T243_April_11_2022_4,40m 33s,40m 35s,2,No,
T243,4/11/2022,T243_April_11_2022_5,40m 36s,40m 37s,2,No,
T243,4/11/2022,T243_April_11_2022_6,40m 38s,40m 40s,3,No,
T243,4/11/2022,T243_April_11_2022_7,40m 41s,40m 43s,2,No,
T243,4/11/2022,T243_April_11_2022_8,41m 28s,41m 33s,5,No,
T243,4/11/2022,T243_April_11_2022_9,41m 35s,41m 39s,3,No,
T243,4/11/2022,T243_April_11_2022_10,41m 40s,41m 41s,2,No,
T243,4/11/2022,T243_April_11_2022_11,41m 42s,41m 45s,4,No,
T243,4/11/2022,T243_April_11_2022_12,41m 46s,41m 50s,4,No,
T243,4/11/2022,T243_April_11_2022_13,42m 43s,42m 52s,9,No,
T243,4/11/2022,T243_April_11_2022_14,42m 52s,42m 55s,4,No,
T243,4/11/2022,T243_April_11_2022_15,42m 56s,42m 59s,4,No,questionable 4th motif
T243,4/11/2022,T243_April_11_2022_16,43m 5s,43m 6s,2,No,
T243,4/11/2022,T243_April_11_2022_17,44m 2s,44m 10s,8,No,
T243,4/11/2022,T243_April_11_2022_18,44m 10s,44m 13s,3,No,
T243,4/11/2022,T243_April_11_2022_19,45m 12s,45m 18s,7,No,
T243,4/11/2022,T243_April_11_2022_20,45m 42s,45m 52s,12,No,
T243,4/11/2022,T243_April_11_2022_21,46m 1s,46m 8s,7,No,
